Object/Action_1,Object/Action_2,UsedFor,CapableOf,CreatedBy,Affordance,HasA,IsA,AtLocation,LocatedNear
courgette,dice,1,0,0,1,0,0,0,0
shreddies,pick-up,1,0,0,1,0,0,0,0
plate,lather,1,0,0,1,0,0,0,0
chilli,pick-up,1,0,0,1,0,0,0,0
lid,grab,1,0,0,1,0,0,0,0
table,bowl,0,0,0,0,0,0,0,1
package:parsley,read,1,0,0,1,0,0,0,0
salad,put-in,1,0,0,1,0,0,0,0
saucer,rinse,1,0,0,1,0,0,0,0
cheese:more,scoop,1,0,0,1,0,0,0,0
counter,put-down,1,0,0,1,0,0,0,0
clip,pick-up,1,0,0,1,0,0,0,0
bag:spaghetti,open,1,0,0,1,0,0,0,0
potato,place,1,0,0,1,0,0,0,0
pan,patty,0,0,0,0,0,0,0,1
fridge,sauce,0,0,0,0,0,0,0,1
wrap,open,1,0,0,1,0,0,0,0
pan,tip-in,1,0,0,1,0,0,0,0
light,video,1,0,0,1,0,0,0,0
pot:right,water,0,0,0,0,0,0,0,1
pizza:take,plate,0,0,0,0,0,0,0,1
fork,put-down,1,0,0,1,0,0,0,0
saucepan,dry,1,0,0,1,0,0,0,0
pan,meat:stir,0,0,0,0,0,0,0,1
leaf:mint,place,1,0,0,1,0,0,0,0
piece:smaller,slice:ginger,0,0,0,0,0,0,0,1
mixture,patty,0,0,0,0,0,0,0,1
scoop,rinse,1,0,0,1,0,0,0,0
lid,container:food,0,0,0,0,0,0,0,1
pan,cheese,0,0,0,0,0,0,0,1
cooker,turn-on,1,0,0,1,0,0,0,0
spatula,put-down,1,0,0,1,0,0,0,0
foil:transparent,put,1,0,0,1,0,0,0,0
bin:rubbish,courgette,0,0,0,0,0,0,0,1
onion,grab,1,0,0,1,0,0,0,0
cooker,tomato,0,0,0,0,0,0,0,1
masala,take,1,0,0,1,0,0,0,0
seed:coriander,measure,1,0,0,1,0,0,0,0
bowl,take-up,1,0,0,1,0,0,0,0
tong,put-down,1,0,0,1,0,0,0,0
onion,piece:small,0,0,0,0,0,0,0,1
waste,pick-up,1,0,0,1,0,0,0,0
hand,wash-off,1,0,0,1,0,0,0,0
coffee,grab,1,0,0,1,0,0,0,0
lettuce,put-in,1,0,0,1,0,0,0,0
knife,cheese,0,0,0,0,0,0,0,1
pan:frying,put-down,1,0,0,1,0,0,0,0
roll:kitchen,bin,0,0,0,0,0,0,0,1
board:cutting,garlic,0,0,0,0,0,0,0,1
food:more,plate,0,0,0,0,0,0,0,1
fish,check,1,0,0,1,0,0,0,0
package:avocado,open,1,0,0,1,0,0,0,0
hole:sink,clean,1,0,0,1,0,0,0,0
avocado,peel,1,0,0,1,0,0,0,0
bottle:milk,milk:pouring,0,0,0,0,0,0,0,1
board:chipping,put,1,0,0,1,0,0,0,0
bowl,sprout:cooked,0,0,0,0,0,0,0,1
container,trash,0,0,0,0,0,0,0,1
dustbin,put-into,1,0,0,1,0,0,0,0
tray:baking,put-on,1,0,0,1,0,0,0,0
top,bread,0,0,0,0,0,0,0,1
bread,freezer,0,0,0,0,0,0,0,1
courgette,pour,1,0,0,1,0,0,0,0
nut,fruit,0,0,0,0,0,0,0,1
pesto,move,1,0,0,1,0,0,0,0
slice:potato,chunk,0,0,0,0,0,0,0,1
piece:several,fish,0,0,0,0,0,0,0,1
ladle,adjust,1,0,0,1,0,0,0,0
coconut,put,1,0,0,1,0,0,0,0
bin,rinse,1,0,0,1,0,0,0,0
avocado,get,1,0,0,1,0,0,0,0
sponge,video,1,0,0,1,0,0,0,0
pancake,grab,1,0,0,1,0,0,0,0
knife,wipe,1,0,0,1,0,0,0,0
paste:shrimp,put-down,1,0,0,1,0,0,0,0
bowl,lather,1,0,0,1,0,0,0,0
can,shake,1,0,0,1,0,0,0,0
pepper:bell,cut,1,0,0,1,0,0,0,0
lettuce,container,0,0,0,0,0,0,0,1
container,table,0,0,0,0,0,0,0,1
chopstick,put,1,0,0,1,0,0,0,0
cabinet,switch,1,0,0,1,0,0,0,0
spoon,take-out,1,0,0,1,0,0,0,0
stirrer,get,1,0,0,1,0,0,0,0
oil,pour,1,0,0,1,0,0,0,0
patty,squeeze-into,1,0,0,1,0,0,0,0
pizza,counter,0,0,0,0,0,0,0,1
slice:cheese,break,1,0,0,1,0,0,0,0
cumin,pick,1,0,0,1,0,0,0,0
paprika,take-out,1,0,0,1,0,0,0,0
place:original,ginger,0,0,0,0,0,0,0,1
peach,shake,1,0,0,1,0,0,0,0
bottle:milk,compress,1,0,0,1,0,0,0,0
towel:paper,move,1,0,0,1,0,0,0,0
tissue,hand,0,0,0,0,0,0,0,1
cooker,check,1,0,0,1,0,0,0,0
heat,coffee,0,0,0,0,0,0,0,1
support,insert,1,0,0,1,0,0,0,0
table,knife,0,0,0,0,0,0,0,1
sponge,place,1,0,0,1,0,0,0,0
pan,oil:sesame,0,0,0,0,0,0,0,1
chip,remove,1,0,0,1,0,0,0,0
pasta,taste,1,0,0,1,0,0,0,0
bottle,move,1,0,0,1,0,0,0,0
rack:drying,part:teapot,0,0,0,0,0,0,0,1
box:tea,open,1,0,0,1,0,0,0,0
sauce:soy,pour,1,0,0,1,0,0,0,0
mitt,put-down,1,0,0,1,0,0,0,0
tupperware,content,0,0,0,0,0,0,0,1
towel:tea,grab,1,0,0,1,0,0,0,0
mug,pan,0,0,0,0,0,0,0,1
egg,salt,0,0,0,0,0,0,0,1
dishwasher,put-on,1,0,0,1,0,0,0,0
wrap,bowl,0,0,0,0,0,0,0,1
bin,peel,0,0,0,0,0,0,0,1
bread,top,0,0,0,0,0,0,0,1
water,close,1,0,0,1,0,0,0,0
rind,toss,1,0,0,1,0,0,0,0
water,switch-on,1,0,0,1,0,0,0,0
box:paper,egg,0,0,0,0,0,0,0,1
dressing,take,1,0,0,1,0,0,0,0
dish,tomato:cherry,0,0,0,0,0,0,0,1
bag:pasta,take,1,0,0,1,0,0,0,0
sprout,salt,0,0,0,0,0,0,0,1
tomato,wipe,1,0,0,1,0,0,0,0
mixture:whole,pan,0,0,0,0,0,0,0,1
liquid:cleaning,pot,0,0,0,0,0,0,0,1
tupperware,carrot,0,0,0,0,0,0,0,1
water,fill-up,1,0,0,1,0,0,0,0
garlic,slice-off,1,0,0,1,0,0,0,0
filter:water,cover,0,0,0,0,0,0,0,1
turmeric,open,1,0,0,1,0,0,0,0
water,drain,1,0,0,1,0,0,0,0
tupperware,chicken,0,0,0,0,0,0,0,1
timer,put-down,1,0,0,1,0,0,0,0
salami,put-down,1,0,0,1,0,0,0,0
colander,rack,0,0,0,0,0,0,0,1
knife,fork:paper,0,0,0,0,0,0,0,1
potato,water,0,0,0,0,0,0,0,1
salad,chop,1,0,0,1,0,0,0,0
oregano,take,1,0,0,1,0,0,0,0
box:lunch,open,1,0,0,1,0,0,0,0
mug,cupboard,0,0,0,0,0,0,0,1
lid,jar,0,0,0,0,0,0,0,1
pan,rack,0,0,0,0,0,0,0,1
mug,do,1,0,0,1,0,0,0,0
sandwich,close,1,0,0,1,0,0,0,0
shelf,wash,1,0,0,1,0,0,0,0
sponge,clean,1,0,0,1,0,0,0,0
packaging,bag,0,0,0,0,0,0,0,1
plate,rack:dryer,0,0,0,0,0,0,0,1
filter:water,pick-up,1,0,0,1,0,0,0,0
bowl:saucepan,piece:ginger,0,0,0,0,0,0,0,1
door,oil,0,0,0,0,0,0,0,1
water:tap,open,1,0,0,1,0,0,0,0
bowl:cereal,milk,0,0,0,0,0,0,0,1
bag,squidge,1,0,0,1,0,0,0,0
cupboard,stock,0,0,0,0,0,0,0,1
cheese,slice,1,0,0,1,0,0,0,0
plate,pizza,0,0,0,0,0,0,0,1
blueberry,take-out,1,0,0,1,0,0,0,0
sugar,open,1,0,0,1,0,0,0,0
chopstick,clean-up,1,0,0,1,0,0,0,0
herb,pick-up,1,0,0,1,0,0,0,0
leaf:salad,water,0,0,0,0,0,0,0,1
tongs,put,1,0,0,1,0,0,0,0
oil,put-in,1,0,0,1,0,0,0,0
oat,pot,0,0,0,0,0,0,0,1
chilli,lid,0,0,0,0,0,0,0,1
trash,package:cream,0,0,0,0,0,0,0,1
pizza,tray,0,0,0,0,0,0,0,1
meat,pan,0,0,0,0,0,0,0,1
spatula,stop,1,0,0,1,0,0,0,0
trash,open,1,0,0,1,0,0,0,0
meat,turn,1,0,0,1,0,0,0,0
tomato,heart,0,0,0,0,0,0,0,1
left:top,oil,0,0,0,0,0,0,0,1
onion,spaghetti,0,0,0,0,0,0,0,1
lettuce,chop,1,0,0,1,0,0,0,0
dish:dirty,take,1,0,0,1,0,0,0,0
processor:food,start,1,0,0,1,0,0,0,0
piece:onion,take,1,0,0,1,0,0,0,0
onion,skin:onion,0,0,0,0,0,0,0,1
ingredient:pan,stir,1,0,0,1,0,0,0,0
fork,place,1,0,0,1,0,0,0,0
cup,put,1,0,0,1,0,0,0,0
bottle:oil,remove-from,1,0,0,1,0,0,0,0
yeast,fold,1,0,0,1,0,0,0,0
pear,wash,1,0,0,1,0,0,0,0
lid,take-out,1,0,0,1,0,0,0,0
brusher,pot,0,0,0,0,0,0,0,1
jug,surface,0,0,0,0,0,0,0,1
shirt,hang,1,0,0,1,0,0,0,0
stove,get,1,0,0,1,0,0,0,0
sugar,stir,1,0,0,1,0,0,0,0
pot:top,brush,1,0,0,1,0,0,0,0
top,chop-off,1,0,0,1,0,0,0,0
sprout:more,chopstick,0,0,0,0,0,0,0,1
sink,peeler,0,0,0,0,0,0,0,1
bowl,salt,0,0,0,0,0,0,0,1
cabinet,search-on,1,0,0,1,0,0,0,0
detergent,spray,1,0,0,1,0,0,0,0
cooker,position,1,0,0,1,0,0,0,0
plate:salad,put,1,0,0,1,0,0,0,0
potato,cut,1,0,0,1,0,0,0,0
mitt:oven,pick-up,1,0,0,1,0,0,0,0
packet:tea,remove,1,0,0,1,0,0,0,0
fan,light,0,0,0,0,0,0,0,1
cup,packaging,0,0,0,0,0,0,0,1
pepper,shake,1,0,0,1,0,0,0,0
bag,open,1,0,0,1,0,0,0,0
cucumber,take,1,0,0,1,0,0,0,0
cup:measuring,pick-up,1,0,0,1,0,0,0,0
pasta,pesto,0,0,0,0,0,0,0,1
cooker,bean:green,0,0,0,0,0,0,0,1
pot,lather,1,0,0,1,0,0,0,0
peeler:potato,wash,1,0,0,1,0,0,0,0
drainer,dish,0,0,0,0,0,0,0,1
cover,find,1,0,0,1,0,0,0,0
salt,flavour,0,0,0,0,0,0,0,1
pot,spade,0,0,0,0,0,0,0,1
grill,put,1,0,0,1,0,0,0,0
packet:crisp,put,1,0,0,1,0,0,0,0
nozzle:coffee,fill,1,0,0,1,0,0,0,0
oil:sesame,close,1,0,0,1,0,0,0,0
table,enter,1,0,0,1,0,0,0,0
sausage,cover,1,0,0,1,0,0,0,0
choppings:carrot,move,1,0,0,1,0,0,0,0
wash,spoon,0,0,0,0,0,0,0,1
bin,peeling:onion,0,0,0,0,0,0,0,1
v60,wash,1,0,0,1,0,0,0,0
stock,take,1,0,0,1,0,0,0,0
stove,table,0,0,0,0,0,0,0,1
sink,cup,0,0,0,0,0,0,0,1
waffle,put-down,1,0,0,1,0,0,0,0
peeler,drainer,0,0,0,0,0,0,0,1
glove:oven,remove,1,0,0,1,0,0,0,0
basket,wash,1,0,0,1,0,0,0,0
skin,egg,0,0,0,0,0,0,0,1
dough,separate,1,0,0,1,0,0,0,0
salad,taste,1,0,0,1,0,0,0,0
garlic,bag,0,0,0,0,0,0,0,1
rubbish,floor,0,0,0,0,0,0,0,1
pepper:bell,get,1,0,0,1,0,0,0,0
sock,take,1,0,0,1,0,0,0,0
cup:measuring,water,0,0,0,0,0,0,0,1
rack:drying,pan,0,0,0,0,0,0,0,1
trash,cilantro,0,0,0,0,0,0,0,1
salt,bottom,0,0,0,0,0,0,0,1
pan,fish,0,0,0,0,0,0,0,1
fork,clean,1,0,0,1,0,0,0,0
slice:pineapple,pick-up,1,0,0,1,0,0,0,0
pan,leaf,0,0,0,0,0,0,0,1
rest,tomato,0,0,0,0,0,0,0,1
coffee,grinder,0,0,0,0,0,0,0,1
sausage,pick-up,1,0,0,1,0,0,0,0
parsley,put-down,1,0,0,1,0,0,0,0
sugar,bowl,0,0,0,0,0,0,0,1
paper,throw-out,1,0,0,1,0,0,0,0
carafe,open,1,0,0,1,0,0,0,0
side,spoon,0,0,0,0,0,0,0,1
kettle,put,1,0,0,1,0,0,0,0
bowl:salad,slice:mozzarella,0,0,0,0,0,0,0,1
bin,box,0,0,0,0,0,0,0,1
spoon:wooden,put-down,1,0,0,1,0,0,0,0
onion:spring,fridge,0,0,0,0,0,0,0,1
garlic,knife,0,0,0,0,0,0,0,1
fridge,box:lunch,0,0,0,0,0,0,0,1
glass,lather,1,0,0,1,0,0,0,0
carafe,empty,1,0,0,1,0,0,0,0
bottle:water,pick-up,1,0,0,1,0,0,0,0
teapot,put,1,0,0,1,0,0,0,0
pot:small,put-down,1,0,0,1,0,0,0,0
roll:kitchen,put-on,1,0,0,1,0,0,0,0
bacon,salad,0,0,0,0,0,0,0,1
chorizo,cheese,0,0,0,0,0,0,0,1
bowl,refrigerator,0,0,0,0,0,0,0,1
yeast,pick-up,1,0,0,1,0,0,0,0
heat,feel,1,0,0,1,0,0,0,0
bag:coffee,open,1,0,0,1,0,0,0,0
bacon,spaghetti,0,0,0,0,0,0,0,1
jug,pick-up,1,0,0,1,0,0,0,0
pancake,blueberry,0,0,0,0,0,0,0,1
cd,move,1,0,0,1,0,0,0,0
knife:mincing,put-down,1,0,0,1,0,0,0,0
pan:frying,cover,1,0,0,1,0,0,0,0
food,serve,1,0,0,1,0,0,0,0
piece:ginger,pick-up,1,0,0,1,0,0,0,0
garlic,break,1,0,0,1,0,0,0,0
bean,pan:frying,0,0,0,0,0,0,0,1
counter,pot:teapot,0,0,0,0,0,0,0,1
food:leftover,bin:food,0,0,0,0,0,0,0,1
excess:water,salad,0,0,0,0,0,0,0,1
bin,dustpan,0,0,0,0,0,0,0,1
plate,egg,0,0,0,0,0,0,0,1
milk,table,0,0,0,0,0,0,0,1
peeler:carrot,dry,1,0,0,1,0,0,0,0
cupboard,open,1,0,0,1,0,0,0,0
drainer,take,1,0,0,1,0,0,0,0
package:pasta,put,1,0,0,1,0,0,0,0
pan,mortar,0,0,0,0,0,0,0,1
water,oven,0,0,0,0,0,0,0,1
pack:meat,open,1,0,0,1,0,0,0,0
teaspoon,wash,1,0,0,1,0,0,0,0
bag:new,stretch,1,0,0,1,0,0,0,0
board:chopping,mix,1,0,0,1,0,0,0,0
air,bag,0,0,0,0,0,0,0,1
corn,colander,0,0,0,0,0,0,0,1
dustbin,cover,0,0,0,0,0,0,0,1
spatula,piece:meat,0,0,0,0,0,0,0,1
ginger,pan,0,0,0,0,0,0,0,1
sink:water,bowl:glass,0,0,0,0,0,0,0,1
cherry,take-out,1,0,0,1,0,0,0,0
packet,sausage,0,0,0,0,0,0,0,1
tin,bin:recycling,0,0,0,0,0,0,0,1
plate,put-into,1,0,0,1,0,0,0,0
processor:food,garlic,0,0,0,0,0,0,0,1
fan:extractor,turn-off,1,0,0,1,0,0,0,0
container,tomato,0,0,0,0,0,0,0,1
pan:frying,piece:meat,0,0,0,0,0,0,0,1
water,bin,0,0,0,0,0,0,0,1
cereal,pick-up,1,0,0,1,0,0,0,0
cabbage,defoliate,1,0,0,1,0,0,0,0
vinegar,open,1,0,0,1,0,0,0,0
lime,cut,1,0,0,1,0,0,0,0
bowl,fridge,0,0,0,0,0,0,0,1
side,scale,0,0,0,0,0,0,0,1
cake:rice,take,1,0,0,1,0,0,0,0
cleaner,put,1,0,0,1,0,0,0,0
paste,get,1,0,0,1,0,0,0,0
coffee,mug,0,0,0,0,0,0,0,1
bottle:milk,milk,0,0,0,0,0,0,0,1
cheese,open,1,0,0,1,0,0,0,0
bag:rice,open,1,0,0,1,0,0,0,0
saucepan,side,0,0,0,0,0,0,0,1
pot,salt,0,0,0,0,0,0,0,1
breast:chicken,plate,0,0,0,0,0,0,0,1
spice,pick-up,1,0,0,1,0,0,0,0
lime,dry,1,0,0,1,0,0,0,0
tongs,turn,1,0,0,1,0,0,0,0
pan,oil:coconut,0,0,0,0,0,0,0,1
bean:green,packing:bean,0,0,0,0,0,0,0,1
flour,put,1,0,0,1,0,0,0,0
pot,corn,0,0,0,0,0,0,0,1
filter:water,hold,1,0,0,1,0,0,0,0
pan,shake,1,0,0,1,0,0,0,0
olive,open,1,0,0,1,0,0,0,0
blade,dry,1,0,0,1,0,0,0,0
box,put-down,1,0,0,1,0,0,0,0
board,counter:kitchen,0,0,0,0,0,0,0,1
bag:flour,move,1,0,0,1,0,0,0,0
mesh,strainer,0,0,0,0,0,0,0,1
cupboard,strainer,0,0,0,0,0,0,0,1
salt,get,1,0,0,1,0,0,0,0
foil,put-down,1,0,0,1,0,0,0,0
foil,remove,1,0,0,1,0,0,0,0
pot:coffee,close,1,0,0,1,0,0,0,0
freezer,pick-up,1,0,0,1,0,0,0,0
nozzle:coffee,attach,1,0,0,1,0,0,0,0
drawer,scissors,0,0,0,0,0,0,0,1
tofu,bag,0,0,0,0,0,0,0,1
pasta,salt,0,0,0,0,0,0,0,1
apple,wash,1,0,0,1,0,0,0,0
tin,grab,1,0,0,1,0,0,0,0
lid,milk,0,0,0,0,0,0,0,1
spoon,put-down,1,0,0,1,0,0,0,0
sink,wipe,1,0,0,1,0,0,0,0
bowl,egg,0,0,0,0,0,0,0,1
knife,piece:chicken,0,0,0,0,0,0,0,1
bag:tea,cup,0,0,0,0,0,0,0,1
leaf:mint,get,1,0,0,1,0,0,0,0
dough,take,1,0,0,1,0,0,0,0
paste:shrimp,measure,1,0,0,1,0,0,0,0
packet:tea,fold,1,0,0,1,0,0,0,0
sponge,rinse,1,0,0,1,0,0,0,0
sink,bowl:glass,0,0,0,0,0,0,0,1
spatula,cut,1,0,0,1,0,0,0,0
chair,end,1,0,0,1,0,0,0,0
fork,dry,1,0,0,1,0,0,0,0
cup:coffee,wash,1,0,0,1,0,0,0,0
knife,put-down,1,0,0,1,0,0,0,0
box:lunch,rice,0,0,0,0,0,0,0,1
mixture,put-down,1,0,0,1,0,0,0,0
rack:drying,spoon,0,0,0,0,0,0,0,1
cupboard,bowl,0,0,0,0,0,0,0,1
chilli:red,take,1,0,0,1,0,0,0,0
piece:meat,pick-up,1,0,0,1,0,0,0,0
rice,move,1,0,0,1,0,0,0,0
tomato:chopped,pour,1,0,0,1,0,0,0,0
potato,chunk,0,0,0,0,0,0,0,1
grill,tray:baking,0,0,0,0,0,0,0,1
door,machine:washing,0,0,0,0,0,0,0,1
tray,pick-up,1,0,0,1,0,0,0,0
board:chopping,move,1,0,0,1,0,0,0,0
tablecloth,put,1,0,0,1,0,0,0,0
masher,put,1,0,0,1,0,0,0,0
foil:transparent,roll-out,1,0,0,1,0,0,0,0
packet,cheese,0,0,0,0,0,0,0,1
tissue,wipe-with,1,0,0,1,0,0,0,0
cheese,drain,1,0,0,1,0,0,0,0
coconut,spoon,0,0,0,0,0,0,0,1
drainer,put-on,1,0,0,1,0,0,0,0
potato,skin,1,0,0,1,0,0,0,0
shelf:utensil,bowl,0,0,0,0,0,0,0,1
fish,take-out,1,0,0,1,0,0,0,0
pan:frying,dry,1,0,0,1,0,0,0,0
oat,egg,0,0,0,0,0,0,0,1
drink,bag,0,0,0,0,0,0,0,1
pot,soap,0,0,0,0,0,0,0,1
pot,refrigerator,0,0,0,0,0,0,0,1
cabinet,search-for,1,0,0,1,0,0,0,0
olive,box:olive,0,0,0,0,0,0,0,1
filter,position,1,0,0,1,0,0,0,0
ladle,drawer,0,0,0,0,0,0,0,1
knife:mezzaluna,put-down,1,0,0,1,0,0,0,0
hand,glove,0,0,0,0,0,0,0,1
cucumber,pot,0,0,0,0,0,0,0,1
spoon:wooden,place,1,0,0,1,0,0,0,0
seal,check,1,0,0,1,0,0,0,0
lettuce,spade,0,0,0,0,0,0,0,1
rag,take,1,0,0,1,0,0,0,0
bag,noodle:instant,0,0,0,0,0,0,0,1
ham,pan,0,0,0,0,0,0,0,1
saucepan,put-in,1,0,0,1,0,0,0,0
kettle,turn,1,0,0,1,0,0,0,0
chicken,bin:food,0,0,0,0,0,0,0,1
peel,melon,0,0,0,0,0,0,0,1
tomato,put-down,1,0,0,1,0,0,0,0
detergent,take,1,0,0,1,0,0,0,0
garbage,bag:plastic,0,0,0,0,0,0,0,1
water,saucepan:small,0,0,0,0,0,0,0,1
liquid,hand,0,0,0,0,0,0,0,1
sponge,get,1,0,0,1,0,0,0,0
pot,put,1,0,0,1,0,0,0,0
squash,slice,1,0,0,1,0,0,0,0
pot:pasta,salt,0,0,0,0,0,0,0,1
syrup:maple,place,1,0,0,1,0,0,0,0
bread,cheese,0,0,0,0,0,0,0,1
draw,open,1,0,0,1,0,0,0,0
hand:my,water,0,0,0,0,0,0,0,1
egg,move,1,0,0,1,0,0,0,0
washing,clothes,0,0,0,0,0,0,0,1
lid:pot,pick-up,1,0,0,1,0,0,0,0
bucket,pick-up,1,0,0,1,0,0,0,0
corn,get,1,0,0,1,0,0,0,0
milk,pour,1,0,0,1,0,0,0,0
peel:onion,pick-up,1,0,0,1,0,0,0,0
water,take,1,0,0,1,0,0,0,0
water,machine:coffee,0,0,0,0,0,0,0,1
glass,soap,1,0,0,1,0,0,0,0
plate,microwave,0,0,0,0,0,0,0,1
bowl,mix,1,0,0,1,0,0,0,0
sink,fork,0,0,0,0,0,0,0,1
chilli,throw,1,0,0,1,0,0,0,0
jar,open,1,0,0,1,0,0,0,0
side,watch,0,0,0,0,0,0,0,1
mushroom,pan,0,0,0,0,0,0,0,1
case,open,1,0,0,1,0,0,0,0
pasta,put,1,0,0,1,0,0,0,0
refrigerator,bag,0,0,0,0,0,0,0,1
oven,source:power,0,0,0,0,0,0,0,1
plate,move,1,0,0,1,0,0,0,0
ketchup,plate,0,0,0,0,0,0,0,1
stove,turn-on,1,0,0,1,0,0,0,0
fork,rinse,1,0,0,1,0,0,0,0
sausage,board:chopping,0,0,0,0,0,0,0,1
tuna,patty,0,0,0,0,0,0,0,1
machine:washing,turn-on,1,0,0,1,0,0,0,0
spade,water,0,0,0,0,0,0,0,1
lid,put-down,1,0,0,1,0,0,0,0
candle,put-down,1,0,0,1,0,0,0,0
trash,enter,1,0,0,1,0,0,0,0
lid,remove,1,0,0,1,0,0,0,0
silverware,lather,1,0,0,1,0,0,0,0
foil,roll,0,0,0,0,0,0,0,1
soap,pour,1,0,0,1,0,0,0,0
salt,box,0,0,0,0,0,0,0,1
glass,put,1,0,0,1,0,0,0,0
hand,water:tap,0,0,0,0,0,0,0,1
tomato:peeled,mix,1,0,0,1,0,0,0,0
glove:oven,pick-up,1,0,0,1,0,0,0,0
jug,kettle,0,0,0,0,0,0,0,1
mug,pick,1,0,0,1,0,0,0,0
sandwich,take,1,0,0,1,0,0,0,0
rubbish,bag,0,0,0,0,0,0,0,1
counter,board:chopping,0,0,0,0,0,0,0,1
onion,bag:plastic,0,0,0,0,0,0,0,1
cupboard,rearrange,1,0,0,1,0,0,0,0
pepper,packet,0,0,0,0,0,0,0,1
knife:mincing,clean,1,0,0,1,0,0,0,0
rusk,honey,0,0,0,0,0,0,0,1
cream,stir,1,0,0,1,0,0,0,0
salad,salt,0,0,0,0,0,0,0,1
garlic,press,1,0,0,1,0,0,0,0
box:mushroom,open,1,0,0,1,0,0,0,0
celery,pick-up,1,0,0,1,0,0,0,0
machine:washing,select,1,0,0,1,0,0,0,0
air,let-out,1,0,0,1,0,0,0,0
meat,drawer:freezer,0,0,0,0,0,0,0,1
lid,bottle:milk,0,0,0,0,0,0,0,1
strainer,put-down,1,0,0,1,0,0,0,0
pot,egg,0,0,0,0,0,0,0,1
spoon:wooden,sauce,0,0,0,0,0,0,0,1
onion,put-down,1,0,0,1,0,0,0,0
drainer,pot,0,0,0,0,0,0,0,1
onion,remove,1,0,0,1,0,0,0,0
knife,roll,1,0,0,1,0,0,0,0
board,place-on,1,0,0,1,0,0,0,0
fork,box:lunch,0,0,0,0,0,0,0,1
scissors,grab,1,0,0,1,0,0,0,0
coffee,remove,1,0,0,1,0,0,0,0
knife,stop,1,0,0,1,0,0,0,0
box,fold,1,0,0,1,0,0,0,0
bowl,cherry,0,0,0,0,0,0,0,1
glass,fill,1,0,0,1,0,0,0,0
grape,open,1,0,0,1,0,0,0,0
stove,check,1,0,0,1,0,0,0,0
fork,get,1,0,0,1,0,0,0,0
bowl,microwave,0,0,0,0,0,0,0,1
machine:washing,check,1,0,0,1,0,0,0,0
side,pot:pressure,0,0,0,0,0,0,0,1
pesto,open,1,0,0,1,0,0,0,0
pan,place,1,0,0,1,0,0,0,0
water,sprout,0,0,0,0,0,0,0,1
detergent,put-on,1,0,0,1,0,0,0,0
bowl,move,1,0,0,1,0,0,0,0
sink,fish,0,0,0,0,0,0,0,1
bottle:oil,shake,1,0,0,1,0,0,0,0
herb,close,1,0,0,1,0,0,0,0
piece:courgette,drop,1,0,0,1,0,0,0,0
tap,turn-on,1,0,0,1,0,0,0,0
lid:tin,rack:drying,0,0,0,0,0,0,0,1
knife,place,1,0,0,1,0,0,0,0
pancake,remove,1,0,0,1,0,0,0,0
fridge,tomato,0,0,0,0,0,0,0,1
food,drawer,0,0,0,0,0,0,0,1
cupboard,rice,0,0,0,0,0,0,0,1
package:bacon,take,1,0,0,1,0,0,0,0
bottom,pot:left,0,0,0,0,0,0,0,1
tin,take-out,1,0,0,1,0,0,0,0
can,rinse,1,0,0,1,0,0,0,0
meat:minced,plate:lasagne,0,0,0,0,0,0,0,1
curry,cover,1,0,0,1,0,0,0,0
meat,pick,1,0,0,1,0,0,0,0
almond,get,1,0,0,1,0,0,0,0
powder:curry,put-down,1,0,0,1,0,0,0,0
mozzarella,sprinkle,1,0,0,1,0,0,0,0
fork,table,0,0,0,0,0,0,0,1
cover,jar:filter,0,0,0,0,0,0,0,1
bag:plastic,throw,1,0,0,1,0,0,0,0
lid,screw-on,1,0,0,1,0,0,0,0
cupboard,pot:coffee,0,0,0,0,0,0,0,1
counter,oregano,0,0,0,0,0,0,0,1
knife,aubergine,0,0,0,0,0,0,0,1
dishwasher,turn,1,0,0,1,0,0,0,0
fridge,container,0,0,0,0,0,0,0,1
bag,carry,1,0,0,1,0,0,0,0
oven,water,0,0,0,0,0,0,0,1
rack:drying,clip:bag,0,0,0,0,0,0,0,1
piece:ginger,skin,0,0,0,0,0,0,0,1
clothes,move,1,0,0,1,0,0,0,0
chicken,salad,0,0,0,0,0,0,0,1
film:cling,remove,1,0,0,1,0,0,0,0
colander,clean,1,0,0,1,0,0,0,0
microwave,plate,0,0,0,0,0,0,0,1
filter:water,tap,0,0,0,0,0,0,0,1
tray,hold,1,0,0,1,0,0,0,0
water,pot:moka,0,0,0,0,0,0,0,1
hand,meat,0,0,0,0,0,0,0,1
pan,clean,1,0,0,1,0,0,0,0
pan,pull,1,0,0,1,0,0,0,0
coriander,take,1,0,0,1,0,0,0,0
fridge,curry,0,0,0,0,0,0,0,1
mat:sushi,omelette,0,0,0,0,0,0,0,1
processor,open,1,0,0,1,0,0,0,0
soap,container,0,0,0,0,0,0,0,1
box:tea,shelf,0,0,0,0,0,0,0,1
straw,remove,1,0,0,1,0,0,0,0
banana,pick-up,1,0,0,1,0,0,0,0
surface,jug,0,0,0,0,0,0,0,1
salad,put,1,0,0,1,0,0,0,0
cheese,wrap,1,0,0,1,0,0,0,0
sponge,place-away,1,0,0,1,0,0,0,0
tupperware,open,1,0,0,1,0,0,0,0
oil:olive,pan,0,0,0,0,0,0,0,1
liquid,taste,1,0,0,1,0,0,0,0
filter,lather,1,0,0,1,0,0,0,0
mirin,put-away,1,0,0,1,0,0,0,0
drawer,peeler,0,0,0,0,0,0,0,1
